---,RuleKey,FunctionId,PartFunctionType,bNegative,PartFunctionDynamicType,Param1,Param2,Param3,Param4,Param5
11265,11265,1150359,StaticAttributeModify,False,NONE,GGunkickRandom,Mult_C,1.12,None,None
11266,11266,1150359,StaticAttributeModify,False,NONE,GGunkickSpring,Mult_C,1.12,None,None
11267,11267,1150359,StaticAttributeReplace,False,NONE,GMagCapacity,Initial,30,None,None
11268,11268,1150359,StaticAttributeModify,False,NONE,GRecoil_HShake,Mult_C,1.12,None,None
11269,11269,1150359,StaticAttributeModify,False,NONE,GRecoil_VShake,Mult_C,1.12,None,None
11270,11270,1150359,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11271,11271,1150359,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,0,None,None
11272,11272,1150359,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
11273,11273,1150359,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,-3,None,None
11274,11274,1150359,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,-1,None,None
11275,11275,110560,StaticAttributeReplace,False,NONE,WaistShootSpreadId,Initial,11432,None,None
11276,11276,760002,StaticAttributeReplace,False,NONE,WeaponAppearanceTable.FiringAnimID,Initial,63,None,None
11277,11277,1760002,StaticAttributeReplace,False,NONE,WeaponAppearanceTable.FiringAnimID,Initial,63,None,None
11278,11278,110557,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,8,None,None
11279,11279,110557,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,8,None,None
11280,11280,110557,StaticAttributeModify,False,NONE,DisplayAttrValues.6,Addend,-6,None,None
11281,11281,110557,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,-6,None,None
11282,11282,1110557,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,8,None,None
11283,11283,1110557,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,8,None,None
11284,11284,1110557,StaticAttributeModify,False,NONE,DisplayAttrValues.6,Addend,-6,None,None
11285,11285,1110557,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,-6,None,None
11286,11286,110556,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,10,None,None
11287,11287,110556,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,10,None,None
11288,11288,110556,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,-6,None,None
11289,11289,110556,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,-6,None,None
11290,11290,1110556,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,10,None,None
11291,11291,1110556,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,10,None,None
11292,11292,1110556,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,-6,None,None
11293,11293,1110556,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,-6,None,None
11294,11294,218010043,StaticAttributeReplace,False,NONE,DisplayAttrValues.2,Initial,40,None,None
11295,11295,110561,StaticArrayAttributeModify,False,NONE,GFiremode,Rem,0,None,None
11296,11296,1110561,StaticArrayAttributeModify,False,NONE,GFiremode,Rem,0,None,None
11297,11297,110559,StaticAttributeReplace,False,NONE,BulletFlyingId,Initial,11432,None,None
11298,11298,1760003,StaticAttributeReplace,False,NONE,DisplayAttrValues.2,Initial,23,None,None
11299,11299,630007,StaticAttributeModify,False,NONE,GRateOfFire,Mult_A,0.1,None,None
11300,11300,110173,StaticAttributeReplace,False,NONE,WaistShootSpreadId,Initial,11012,None,None
11301,11301,110173,StaticAttributeReplace,False,NONE,WaistShootRecoilId,Initial,11012,None,None
11302,11302,110173,StaticAttributeReplace,False,NONE,AimingId.RecoilId,Initial,11013,None,None
11303,11303,110173,StaticAttributeReplace,False,NONE,CharacterStateId,Initial,11011,None,None
11304,11304,1110173,StaticAttributeReplace,False,NONE,WaistShootSpreadId,Initial,11012,None,None
11305,11305,1110173,StaticAttributeReplace,False,NONE,WaistShootRecoilId,Initial,11012,None,None
11306,11306,1110173,StaticAttributeReplace,False,NONE,AimingId.RecoilId,Initial,11013,None,None
11307,11307,1110173,StaticAttributeReplace,False,NONE,CharacterStateId,Initial,11011,None,None
11308,11308,1110173,StaticAttributeReplace,False,NONE,DamagePointId.HeadDamageRate,Initial,2.5,None,None
11309,11309,110173,StaticAttributeReplace,False,NONE,MovementSpeedId,Initial,11061,None,None
11310,11310,110173,StaticAttributeReplace,False,NONE,DamagePointId.HeadDamageRate,Initial,2.5,None,None
11311,11311,1110173,StaticAttributeReplace,False,NONE,BattlefieldMovementSpeedId,Initial,21061,None,None
11312,11312,200102,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11313,11313,200102,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
11314,11314,200102,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,0,None,None
11315,11315,200102,StaticAttributeModify,True,NONE,DisplayAttrValues.5,Addend,-2,None,None
11316,11316,200102,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,0,None,None
11317,11317,200102,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11318,11318,200102,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,0,None,None
11319,11319,200102,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
11320,11320,200102,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,-2,None,None
11321,11321,200102,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
11322,11322,1200102,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11323,11323,1200102,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
11324,11324,1200102,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,0,None,None
11325,11325,1200102,StaticAttributeModify,True,NONE,DisplayAttrValues.5,Addend,0,None,None
11326,11326,1200102,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,0,None,None
11327,11327,1200102,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11328,11328,1200102,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,0,None,None
11329,11329,1200102,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
11330,11330,1200102,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,0,None,None
11331,11331,1200102,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
11332,11332,130225,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11333,11333,130225,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
11334,11334,130225,StaticAttributeModify,False,NONE,DisplayAttrValues.4,Addend,16,None,None
11335,11335,130225,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,-2,None,None
11336,11336,130225,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,3,None,None
11337,11337,130225,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11338,11338,130225,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,3,None,None
11339,11339,130225,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,16,None,None
11340,11340,130225,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,-2,None,None
11341,11341,130225,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,3,None,None
11342,11342,1130225,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11343,11343,1130225,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
11344,11344,1130225,StaticAttributeModify,False,NONE,DisplayAttrValues.4,Addend,8,None,None
11345,11345,1130225,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,0,None,None
11346,11346,1130225,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,2,None,None
11347,11347,1130225,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11348,11348,1130225,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,2,None,None
11349,11349,1130225,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,8,None,None
11350,11350,1130225,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,0,None,None
11351,11351,1130225,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,2,None,None
11352,11352,130224,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11353,11353,130224,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
11354,11354,130224,StaticAttributeModify,False,NONE,DisplayAttrValues.4,Addend,-16,None,None
11355,11355,130224,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,4,None,None
11356,11356,130224,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,2,None,None
11357,11357,130224,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,4,None,None
11358,11358,130224,StaticAttributeModify,False,NONE,GMovement_ADSSpeed,Addend,0.08,None,None
11359,11359,130224,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11360,11360,130224,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,2,None,None
11361,11361,130224,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,-16,None,None
11362,11362,130224,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,4,None,None
11363,11363,130224,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,4,None,None
11364,11364,1130224,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11365,11365,1130224,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,2,None,None
11366,11366,1130224,StaticAttributeModify,False,NONE,DisplayAttrValues.4,Addend,-16,None,None
11367,11367,1130224,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,4,None,None
11368,11368,1130224,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,2,None,None
11369,11369,1130224,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,2,None,None
11370,11370,1130224,StaticAttributeModify,False,NONE,GMovement_ADSSpeed,Addend,0.08,None,None
11371,11371,1130224,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11372,11372,1130224,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,2,None,None
11373,11373,1130224,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,-16,None,None
11374,11374,1130224,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,4,None,None
11375,11375,1130224,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,2,None,None
11376,11376,150361,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11377,11377,150361,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
11378,11378,150361,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,0,None,None
11379,11379,150361,StaticAttributeModify,True,NONE,DisplayAttrValues.5,Addend,-8,None,None
11380,11380,150361,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,0,None,None
11381,11381,150361,StaticAttributeReplace,False,NONE,GMagCapacity,Initial,48,None,None
11382,11382,150361,StaticAttributeModify,False,NONE,GReload_Time,Mult_A,0.15,None,None
11383,11383,150361,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11384,11384,150361,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,0,None,None
11385,11385,150361,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
11386,11386,150361,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,-8,None,None
11387,11387,150361,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
11388,11388,1150361,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11389,11389,1150361,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
11390,11390,1150361,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,-3,None,None
11391,11391,1150361,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,0,None,None
11392,11392,1150361,StaticAttributeModify,True,NONE,DisplayAttrValues.5,Addend,-5,None,None
11393,11393,1150361,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,-2,None,None
11394,11394,1150361,StaticAttributeModify,False,NONE,GGunkickRandom,Mult_C,1.12,None,None
11395,11395,1150361,StaticAttributeModify,False,NONE,GGunkickSpring,Mult_C,1.12,None,None
11396,11396,1150361,StaticAttributeReplace,False,NONE,GMagCapacity,Initial,48,None,None
11397,11397,1150361,StaticAttributeModify,False,NONE,GRecoil_HShake,Mult_C,1.12,None,None
11398,11398,1150361,StaticAttributeModify,False,NONE,GRecoil_VShake,Mult_C,1.12,None,None
11399,11399,1150361,StaticAttributeModify,False,NONE,GReload_Time,Mult_A,0.15,None,None
11400,11400,1150361,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11401,11401,1150361,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,0,None,None
11402,11402,1150361,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
11403,11403,1150361,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,-5,None,None
11404,11404,1150361,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,-2,None,None
11405,11405,240043,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11406,11406,240043,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,-4,None,None
11407,11407,240043,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,16,None,None
11408,11408,240043,StaticAttributeModify,True,NONE,DisplayAttrValues.5,Addend,0,None,None
11409,11409,240043,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,6,None,None
11410,11410,240043,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,2,None,None
11411,11411,240043,StaticAttributeModify,False,NONE,GAiming_ADSTime,Mult_A,-0.12,None,None
11412,11412,240043,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11413,11413,240043,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,-4,None,None
11414,11414,240043,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,16,None,None
11415,11415,240043,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,0,None,None
11416,11416,240043,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,2,None,None
11417,11417,1240043,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11418,11418,1240043,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,-4,None,None
11419,11419,1240043,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,8,None,None
11420,11420,1240043,StaticAttributeModify,True,NONE,DisplayAttrValues.5,Addend,0,None,None
11421,11421,1240043,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,4,None,None
11422,11422,1240043,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,4,None,None
11423,11423,1240043,StaticAttributeModify,False,NONE,GAiming_ADSTime,Mult_A,-0.08,None,None
11424,11424,1240043,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11425,11425,1240043,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,-4,None,None
11426,11426,1240043,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,8,None,None
11427,11427,1240043,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,0,None,None
11428,11428,1240043,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,4,None,None
11429,11429,140370,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11430,11430,140370,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11431,11431,140370,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,0,None,None
11432,11432,140370,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
11433,11433,140370,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,2,None,None
11434,11434,140370,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,2,None,None
11435,11435,140370,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
11436,11436,140370,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,0,None,None
11437,11437,140370,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,-8,None,None
11438,11438,140370,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,-8,None,None
11439,11439,140370,StaticAttributeModify,False,NONE,CameraSwayBeHitScale,Mult_A,-0.8,None,None
11440,11440,140370,StaticAttributeModify,False,NONE,GunSwayBeHitscale,Mult_A,-0.8,None,None
11441,11441,1140370,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11442,11442,1140370,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11443,11443,1140370,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,0,None,None
11444,11444,1140370,StaticAttributeModify,True,NONE,DisplayAttrValues.3,Addend,0,None,None
11445,11445,1140370,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,2,None,None
11446,11446,1140370,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,2,None,None
11447,11447,1140370,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
11448,11448,1140370,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,0,None,None
11449,11449,1140370,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,-8,None,None
11450,11450,1140370,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,-8,None,None
11451,11451,1140370,StaticAttributeModify,False,NONE,CameraSwayBeHitScale,Mult_A,-0.8,None,None
11452,11452,1140370,StaticAttributeModify,False,NONE,GunSwayBeHitscale,Mult_A,-0.8,None,None
11453,11453,120194,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11454,11454,120194,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,8,None,None
11455,11455,120194,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,0,None,None
11456,11456,120194,StaticAttributeModify,True,NONE,DisplayAttrValues.5,Addend,0,None,None
11457,11457,120194,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,0,None,None
11458,11458,120194,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11459,11459,120194,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,8,None,None
11460,11460,120194,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
11461,11461,120194,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,0,None,None
11462,11462,120194,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
11463,11463,1120194,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11464,11464,1120194,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,6,None,None
11465,11465,1120194,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,0,None,None
11466,11466,1120194,StaticAttributeModify,True,NONE,DisplayAttrValues.5,Addend,0,None,None
11467,11467,1120194,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,0,None,None
11468,11468,1120194,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11469,11469,1120194,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,6,None,None
11470,11470,1120194,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
11471,11471,1120194,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,0,None,None
11472,11472,1120194,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,0,None,None
11473,11473,300014,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11474,11474,300014,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,0,None,None
11475,11475,300014,StaticAttributeModify,False,NONE,DisplayAttrValues.4,Addend,0,None,None
11476,11476,300014,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,-1,None,None
11477,11477,300014,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,2,None,None
11478,11478,300014,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11479,11479,300014,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,0,None,None
11480,11480,300014,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
11481,11481,300014,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,-1,None,None
11482,11482,300014,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,2,None,None
11483,11483,1300014,StaticAttributeModify,True,NONE,DisplayAttrValues.2,Mult_A,0,None,None
11484,11484,1300014,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,0,None,None
11485,11485,1300014,StaticAttributeModify,False,NONE,DisplayAttrValues.4,Addend,0,None,None
11486,11486,1300014,StaticAttributeModify,False,NONE,DisplayAttrValues.5,Addend,-1,None,None
11487,11487,1300014,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,2,None,None
11488,11488,1300014,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0,None,None
11489,11489,1300014,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,0,None,None
11490,11490,1300014,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
11491,11491,1300014,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,-1,None,None
11492,11492,1300014,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,2,None,None
11493,11493,1110568,StaticAttributeModify,False,NONE,DisplayAttrValues.2,Mult_A,0.15,None,None
11494,11494,1110568,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,3,None,None
11495,11495,1110568,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,0,None,None
11496,11496,1110568,StaticAttributeModify,True,NONE,DisplayAttrValues.5,Addend,4,None,None
11497,11497,1110568,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,3,None,None
11498,11498,1110568,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0.15,None,None
11499,11499,1110568,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,3,None,None
11500,11500,1110568,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
11501,11501,1110568,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,0,None,None
11502,11502,1110568,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,3,None,None
11503,11503,1110568,StaticAttributeReplace,False,NONE,WaistShootSpreadId,Initial,12103,None,None
11504,11504,1110568,StaticAttributeReplace,False,NONE,CharacterStateId,Initial,12101,None,None
11505,11505,1110568,StaticAttributeReplace,False,NONE,BattlefieldMovementSpeedId,Initial,22051,None,None
11506,11506,110568,StaticAttributeModify,False,NONE,DisplayAttrValues.2,Mult_A,0.3,None,None
11507,11507,110568,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,4,None,None
11508,11508,110568,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,0,None,None
11509,11509,110568,StaticAttributeModify,True,NONE,DisplayAttrValues.5,Addend,4,None,None
11510,11510,110568,StaticAttributeModify,True,NONE,DisplayAttrValues.6,Addend,4,None,None
11511,11511,110568,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0.3,None,None
11512,11512,110568,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,4,None,None
11513,11513,110568,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,0,None,None
11514,11514,110568,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,0,None,None
11515,11515,110568,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,4,None,None
11516,11516,110568,StaticAttributeReplace,False,NONE,WaistShootSpreadId,Initial,12103,None,None
11517,11517,110568,StaticAttributeReplace,False,NONE,CharacterStateId,Initial,12101,None,None
11518,11518,110568,StaticAttributeReplace,False,NONE,MovementSpeedId,Initial,12101,None,None
11519,11519,110563,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0.3,None,None
11520,11520,110563,StaticAttributeModify,False,NONE,DisplayAttrValues.2,Mult_A,0.3,None,None
11521,11521,110563,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,9,None,None
11522,11522,110563,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,9,None,None
11523,11523,110563,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.5,Addend,-7,None,None
11524,11524,110563,StaticAttributeModify,True,NONE,DisplayAttrValues.5,Addend,-7,None,None
11525,11525,110563,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.6,Addend,4,None,None
11526,11526,110563,StaticAttributeModify,False,NONE,DisplayAttrValues.6,Addend,4,None,None
11527,11527,110563,StaticAttributeModify,True,NONE,WeaponMainAttribute.MainAttrValues.4,Addend,-12,None,None
11528,11528,110563,StaticAttributeModify,True,NONE,DisplayAttrValues.4,Addend,-12,None,None
11529,11529,1110563,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.2,Mult_A,0.15,None,None
11530,11530,1110563,StaticAttributeModify,False,NONE,DisplayAttrValues.2,Mult_A,0.15,None,None
11531,11531,1110563,StaticAttributeModify,False,NONE,WeaponMainAttribute.MainAttrValues.3,Addend,10,None,None
11532,11532,1110563,StaticAttributeModify,False,NONE,DisplayAttrValues.3,Addend,10,None,None
