RowName,RuleKey,AnimFunctionId,PartFunctionType,AccessoryAnimPoseArray,AccessoryAnimPoseMap,AccessoryTPPAnimPoseArray,AccessoryHallAnimPoseArray,AccessoryAnimRightPoseArray,AccessoryTPPAnimRightPoseArray,AccessoryHallAnimRightPoseArray,ForbidLeftHandIKRulerArray,PartAnimInstance,BipodDeployId,Param1,Param2,OverrideRuleCollects,RowDescription
13050000199,0,15092,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/Anims/Male/1P/AR_M_1P_Idle_Pose_3.AR_M_1P_Idle_Pose_3, SubPath=)",,,,,,,,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_96,0,16005,EWeaponPartAnimFunctionType::Anim_TransparentMag,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Mag/Mag_68-51-25R_MCX_057_TranAttack_ni/Mag_68-51-25R_MCX_057_TranAttack_ni_1P_Skeleton_AnimBlueprint.Mag_68-51-25R_MCX_057_TranAttack_ni_1P_Skeleton_AnimBlueprint_C, SubPath=)",1,,,,None
NewRow_39,0,0,EWeaponPartAnimFunctionType::NONE,,,,,,,,,"(AssetPath=None, SubPath=)",1,,,,None
13050000204,0,15051,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SMG/PP19Vityaz/SMG_M_1P_PP19Vityaz_Idle.SMG_M_1P_PP19Vityaz_Idle, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/SMG/PP19Vityaz/3P/Pose/SMG_M_PP19Vityaz_3P_Pose.SMG_M_PP19Vityaz_3P_Pose, SubPath=)",,,,,,"(AssetPath=None, SubPath=)",1,,,,None
13050000331,0,15093,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SR/R93/Male/1P/SR_M_1P_R93_Idle_03.SR_M_1P_R93_Idle_03, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/SR/R93/Male/3P/SR_M_3P_R93_Idle_IKPOSE.SR_M_3P_R93_Idle_IKPOSE, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/UI/QBZ_M_UI_Stand01.QBZ_M_UI_Stand01, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
13460020005,0,20005,EWeaponPartAnimFunctionType::NONE,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Pendant/Pendant_Treasured_PoultryAnimalKai_137/ABP_Pendant_Treasured_PoultryAnimalKai_137_1P.ABP_Pendant_Treasured_PoultryAnimalKai_137_1P_C, SubPath=)",1,,,,None
NewRow_97,0,16006,EWeaponPartAnimFunctionType::Anim_TransparentMag,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Mag/Mag_68-51-25R_MCX_057_20_TranAttack_ni/Mag_68-51-25R_MCX_057_20_TranAttack_ni_1P_Skeleton_AnimBlueprint.Mag_68-51-25R_MCX_057_20_TranAttack_ni_1P_Skeleton_AnimBlueprint_C, SubPath=)",1,,,,None
NewRow_98,0,16007,EWeaponPartAnimFunctionType::Anim_TransparentMag,,,,,,,,,"(AssetPath=/Game/Models/Weapons/Parts/Mag/Mag_6851-50_mcxSpearXL_109_TranAttack_ni/Mag_6851-50_mcxSpearXL_109_TranAttack_ni_1P_Skeleton_AnimBlueprint.Mag_6851-50_mcxSpearXL_109_TranAttack_ni_1P_Skeleton_AnimBlueprint_C, SubPath=)",1,,,,None
13140000039,0,15094,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_1P_FroGPose06.AR_M_1P_FroGPose06, SubPath=)","(Key=EWeaponAdapterHandIKPoseType::FPPFar, Value=(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_1P_texing_FroGPose_Far.AR_M_1P_texing_FroGPose_Far, SubPath=))","(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_1P_FroGPose07.AR_M_1P_FroGPose07, SubPath=)","(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_UI_HalfRoundGripPose.AR_M_UI_HalfRoundGripPose, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
150,150,110568,EWeaponPartAnimFunctionType::Anim_Overide,,,,,,,,,"(AssetPath=None, SubPath=)",1,,,"(AnimItemOverrideRuleOptArray=(AnimItemOverrideRule=(AnimItemOverrideRuleType=EAnimItemOverrideRuleType::E_WeaponIDRule, bReverseRule=False, RuleIDArray=18010000010), Rule_Opt=ERule_Opt::And), AnimItemOverrideID=110568)",None
13140000026,0,15097,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/FroG_Pic_SHIFTbev_014_1P_IKPOSE.FroG_Pic_SHIFTbev_014_1P_IKPOSE, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/FroG_Pic_SHIFTbev_014_3P_IKPOSE.FroG_Pic_SHIFTbev_014_3P_IKPOSE, SubPath=)","(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_UI_TriangleGripPose.AR_M_UI_TriangleGripPose, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
18010000044,0,15095,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/AR/MCX300/1P/AR_M_1P_MCXspear_Idle_IKPOSE.AR_M_1P_MCXspear_Idle_IKPOSE, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/AR/MCX300/3P/AR_M_3P_MCXspear_Idle_IKPOSE.AR_M_3P_MCXspear_Idle_IKPOSE, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/UI/QBZ_M_UI_Stand01.QBZ_M_UI_Stand01, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/AR/General/Male/UI/AR_M_UI_Stand01.AR_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
NewRow_54,0,15096,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Guns/SG/FPSS/1P/SG_M_1P_FPSS_IdlePose_IKPOSE.SG_M_1P_FPSS_IdlePose_IKPOSE, SubPath=)",,"(AssetPath=/Game/Models/Weapons/Guns/SG/FPSS/3P/SG_M_3P_FPSS_IdlePose_IKPOSE.SG_M_3P_FPSS_IdlePose_IKPOSE, SubPath=)","(AssetPath=/Game/Models/Weapons/Guns/AR/QBZ95/Anims/UI/QBZ_M_UI_Stand01_2.QBZ_M_UI_Stand01_2, SubPath=)",,,"(AssetPath=/Game/Models/Weapons/Guns/DMR/General/Male/DMR_M_UI_Stand01.DMR_M_UI_Stand01, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
18020000010_电玩2.0,0,15101,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Commerical/WeaponAppear/Ma1/GameboyS2_2x/MP7/Model/MP7_GameboyS2/1P/SMG_M_1P_MP7_GameboyS2_2x_IK_POSE.SMG_M_1P_MP7_GameboyS2_2x_IK_POSE, SubPath=)",,"(AssetPath=/Game/Commerical/WeaponAppear/Ma1/GameboyS2_2x/MP7/Model/MP7_GameboyS2/3P/SMG_M_3P_MP7_GameboyS2_2x_IK_POSE.SMG_M_3P_MP7_GameboyS2_2x_IK_POSE, SubPath=)","(AssetPath=None, SubPath=)",,"(AssetPath=/Game/Commerical/WeaponAppear/Ma1/GameboyS2_2x/MP7/Model/MP7_GameboyS2/3P/SMG_M_3P_MP7_GameboyS2_2x_IK_POSE.SMG_M_3P_MP7_GameboyS2_2x_IK_POSE, SubPath=)","(AssetPath=None, SubPath=)",,"(AssetPath=None, SubPath=)",1,,,,None
13140000041_电玩极品,0,15102,EWeaponPartAnimFunctionType::IK_LeftHand,"(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_1P_FroGPose.AR_M_1P_FroGPose, SubPath=)",,"(AssetPath=/Game/Commerical/WeaponAppear/Ma1/GameboyS2_2x/MP7/Model/MP7_GameboyS2/3P/SMG_M_3P_MP7_GameboyS2_2x_IK_POSE_02.SMG_M_3P_MP7_GameboyS2_2x_IK_POSE_02, SubPath=)","(AssetPath=/Game/Models/Weapons/Parts/FroG/AdditivePose/AR_M_UI_VerticalGripPose.AR_M_UI_VerticalGripPose, SubPath=)",,,,,"(AssetPath=None, SubPath=)",1,,,,None
