RowName,WeaponId,WeaponDisplayName,IsWeaponUseVehicleMesh,IsWeaponShouldPlayAnimInFPPView,IsWeaponUseVehicleMeshWithVehicle,IsWeaponShouldPlayAnimInFPPViewWithVehicle,IsFixed,FixedRotationLerpValue,MaxDistance,bOverrideWeaponTraceDistance,OverridedWeaponTraceDistance,FixedFireStartPos,RotAudioId,RotLerpValue,RotLerpThreshold,WeaponRotYawSpeed,WeaponRotPitchSpeed,WeaponMaxPitch,WeaponMinPitch,WeaponPitchRange,FireWindEffectInfo,IsNeedFireEffect,FireEffectRaycastDistance,FireForcePos,FireVelocityValue,FireAngularVelocityValue,FiredDustEffect,FiredDustRaycastDistance,FPPUpAdditiveAnim,FPPDownAdditiveAnim,HideSockets,CrossHairName,WeaponUIIcon,WeaponTypeIcon,WeaponGunMesh,WeaponGunLocalTransform,WeaponGunModificationEffect,AnotherWeaponGunMesh,AnotherWeaponGunLocalTransform,AnotherWeaponGunModificationEffect,WeaponRootMesh,WeaponRootModificationEffect,RowDescription
GTQ357.62同轴轻机枪,18120000060,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,0,0,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=0, Y=0, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
VT5轻坦12.7同轴重机枪,18120000061,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,0,0,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=0, Y=0, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,18120000061,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
复合武器站-并列机枪,18120000062,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1200,10,10,360,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-30, Y=45, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
复合武器站-榴弹发射器,18120000063,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1200,10,10,360,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-30, Y=45, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,WBP_Vehicle_SpecialGrenade,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=70), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
船30mm机炮,18120000064,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1200,10,10,360,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-30, Y=45, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
武器站-线控导弹（船）,18120000068,,True,False,"(Key=1201003, Value=True)","(Key=1201003, Value=False)",False,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,360,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-30, Y=60, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=-13, Y=0, Z=64), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
武器站-电视导弹,18120000069,,True,False,"(Key=1201003, Value=True)","(Key=1201003, Value=False)",False,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,360,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-30, Y=60, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=-16, Y=-21, Z=82), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
武直线控导弹,18120000070,,False,True,,,True,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,1000,1000,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=20, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=21.279999, Y=161.85, Z=135.24), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=21.279999, Y=-161.85, Z=135.24), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
AAV复合炮塔-并列机枪,18120000071,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1200,10,10,360,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-25, Y=45, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
AAV复合炮塔-榴弹发射器,18120000072,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1200,10,10,360,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-25, Y=45, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,WBP_Vehicle_SpecialGrenade,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=70), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
武器站-50mm机炮,18120000073,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1200,10,10,360,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-30, Y=45, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
防空车防空雷达弹,18120000074,,False,False,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1100,10,10,45,45,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-10, Y=30, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=-31.795181, Y=-101, Z=48.00464), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=-31.795181, Y=101, Z=48.00464), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
AAV武器站-30mm机炮,18120000075,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1200,10,10,360,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-30, Y=50, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=-13, Y=0, Z=64), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
AAV武器站-电视导弹,18120000076,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,360,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-30, Y=60, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=-16, Y=-21, Z=82), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
鱼鹰机炮,18120000078,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",0,10,10,360,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-70, Y=0, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
荣转管机枪,18120000079,,False,True,,,False,20,20000,False,20000,"(X=0, Y=0, Z=0)",1200,10,10,360,90,"(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(EditorCurveData=(Keys=, Orders=, DefaultValue=3.4028235e+38, PreInfinityExtrap=RCCE_Constant, PostInfinityExtrap=RCCE_Constant), ExternalCurve=)","(X=-80, Y=0, Z=0)","(bPlayFireWindEffect=False, bUseCustomWineEffectBlueprint=False, WindEffectBlueprint=(), LocalOffset=(X=0, Y=0, Z=0), WindEffectRadius=0, WindEffectStrength=0, WindEffectDuration=0)",False,100,"(X=0, Y=0, Z=0)",0,0,None,500,(),(),,None,(),(),(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1))","(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",(),"(EffectId=None, b13PUseSeparateId=False, EffectId3P=None, EffectTransform=(Rotation=(), Translation=(X=0, Y=0, Z=0), Scale3D=(X=1, Y=1, Z=1)), SocketName=None, EffectsParamEvaluators=)",None
