---,RecoilId,RecoilType,Single_HorizontalRecoils,Single_HorizontalRandomMin,Single_HorizontalRandomMax,Single_HorizontalScale,Single_VerticalRecoils,Single_VerticalRandomMin,Single_VerticalRandomMax,Single_VerticalScale,SingleOrBurstResetTimeTolerant,Continue_HorizontalRecoils,Continue_HorizontalRandomMin,Continue_HorizontalRandomMax,Continue_HorizontalScale,Continue_VerticalRecoils,Continue_VerticalRandomMin,Continue_VerticalRandomMax,Continue_VerticalScale,ContinueLoop_HorizontalRecoils,ContinueLoop_HorizontalRandomMin,ContinueLoop_HorizontalRandomMax,ContinueLoop_HorizontalScale,ContinueLoop_VerticalRecoils,ContinueLoop_VerticalRandomMin,ContinueLoop_VerticalRandomMax,ContinueLoop_VerticalScale,RecoilShakePitch_WholeAmplitude,RecoilShakePitch_Frequency,RecoilShakePitch_ShiftMin,RecoilShakePitch_ShiftMax,RecoilShakePitch_InFireDamping,RecoilShakePitch_Duration,RecoilShakeYaw_WholeAmplitude,RecoilShakeYaw_Frequency,RecoilShakeYaw_ShiftMin,RecoilShakeYaw_ShiftMax,RecoilShakeYaw_InFireDamping,RecoilShakeYaw_Duration,RecoilShakePitchWithCurve_WholeAmplitude,RecoilShakeYawWithCurve_WholeAmplitude,bUseManualCurveEffect,bLimitRecoilEaseTime,RecoilEaseTime,PitchEaseType,YawEaseType,SideAimingRecoilFactor_Horizontal,SideAimingRecoilFactor_Vertical,SideAimingRecoilShakeFactor_Horizontal,SideAimingRecoilShakeFactor_Vertical,bEnableSpringGunKick,SpringYawMin,SpringYawMax,SpringPitchMin,SpringPitchMax,SpringTime,SpringRatio,RecoverStartTime,RecoverSpringTime,RecoverSpringRatio
射手步枪4-1,15070,WeaponRecoil_DFM,"-1,1,-1,1,-,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1",0,0,1,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8",0,1,1,0.2,"-1,1,-1,1,-,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1",0,1,1,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8",0,1,1,,0,1,1,,0,1,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,1,True,True,0.1648,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
射手步枪4-11,15071,WeaponRecoil_DFM,"-1,1,-1,1,-,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1",0,0,1,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8",0,1,1,0.2,"-1,1,-1,1,-,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1",0,1,1,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8",0,1,1,,0,1,1,,0,1,1,1,0.5,0.1,0.3,0,0,1,1,0,0.8,0,0,0.8,1,True,True,0.1648,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
射手步枪3-1,15040,WeaponRecoil_DFM,"-1,-1,-2,-2,-2,-2,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5",-1,0,1,"4,8,10,10,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14",0,1,1,0.2,"-1,-1,-2,-2,-2,-2,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5",-1,0,1,"4,8,10,10,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14",0,1,1,,0,1,1.25,,0,1,1.25,1,0.5,0.3,0.3,0,0,1,2,0,0.5,0,0,0.8,1,True,True,0.1,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
射手步枪3-11,15041,WeaponRecoil_DFM,"-1,-1,-2,-2,-2,-2,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5",-1,0,1,"4,8,10,10,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14",0,1,1,0.2,"-1,-1,-2,-2,-2,-2,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5",-1,0,1,"4,8,10,10,12,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14",0,1,1,,0,1,1.25,,0,1,1.25,1,0.5,0.3,0.3,0,0,1,2,0,0.5,0,0,0.8,1,True,True,0.15,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
射手步枪3-2,15060,WeaponRecoil_DFM,"1.5,2.97,1.98,-2.88,-2.88,-2.88,1.8,1.8,-1.17,-2.7,1.98,1.98,1.98,2.97,-1.53,1.98,1.98,1.98,1.98,1.98,-2.88,-2.88,-2.88,1.8,1.8,-1.17,-2.7,1.98,1.98,1.98,2.97,-1.53,1.98,1.98,1.98,1.98",0,0,1,"6.08,8.64,8.96,8.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48,6.08,8.64,12.96,10.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48,6.08,8.64,12.96,10.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48,6.08,8.64,12.96,10.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48																																		",0,0.5,1,0.2,"1.5,2.97,1.98,-2.88,-2.88,-2.88,1.8,1.8,-1.17,-2.7,1.98,1.98,1.98,2.97,-1.53,1.98,1.98,1.98,1.98,1.98,-2.88,-2.88,-2.88,1.8,1.8,-1.17,-2.7,1.98,1.98,1.98,2.97,-1.53,1.98,1.98,1.98,1.98",0,1,0.5,"6.08,8.64,8.96,8.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48,6.08,8.64,12.96,10.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48,6.08,8.64,12.96,10.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48,6.08,8.64,12.96,10.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48",0,1,1.5,,0,1,1,,0,1,1,1,0.5,0.3,0.4,0,0,1,1,0,0.5,0,0,0.8,1,True,True,0.1026,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
射手步枪3-21,15061,WeaponRecoil_DFM,"1.5,2.97,1.98,-2.88,-2.88,-2.88,1.8,1.8,-1.17,-2.7,1.98,1.98,1.98,2.97,-1.53,1.98,1.98,1.98,1.98,1.98,-2.88,-2.88,-2.88,1.8,1.8,-1.17,-2.7,1.98,1.98,1.98,2.97,-1.53,1.98,1.98,1.98,1.98",0,0,0.5,"6.08,8.64,8.96,8.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48,6.08,8.64,12.96,10.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48,6.08,8.64,12.96,10.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48,6.08,8.64,12.96,10.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48																																		",0,0.5,0.9,0.2,"1.5,2.97,1.98,-2.88,-2.88,-2.88,1.8,1.8,-1.17,-2.7,1.98,1.98,1.98,2.97,-1.53,1.98,1.98,1.98,1.98,1.98,-2.88,-2.88,-2.88,1.8,1.8,-1.17,-2.7,1.98,1.98,1.98,2.97,-1.53,1.98,1.98,1.98,1.98",0,1,0.8,"6.08,8.64,8.96,8.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48,6.08,8.64,12.96,10.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48,6.08,8.64,12.96,10.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48,6.08,8.64,12.96,10.08,8.64,6.48,5.76,7.92,8.64,6.48,10.08,5.76,7.2,7.92,6.48,6.048,6.624,6.48",0,1,1.2,,0,1,1,,0,1,1,1,0.5,0.3,0.4,0,0,1,1,0,0.5,0,0,0.8,1,True,True,0.1026,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
射手步枪2-1,15030,WeaponRecoil_DFM,1,-0.2,0.2,1,4.4,-0.4,0.4,1,0,"1.38,1.37,-2.67,-2.27,-1.78,-1.78,-1.78,2.26,2.27,1.62,1.62,-1.62,-1.62,1.62,-1.62,-1.62,-1.62,1.62,1.62",-0.2,0.2,1,"6.24,7.13,9.23,7.13,5.34,5.35,5.34,7.46,5.67,4.05,4.05,4.05,4.05,5.67,4.05,4.05,4.05,5.67,4.05",-0.4,0.4,1.5,"5.67,4.05,4.05,4.05,5.67,4.05",-0.2,0.2,1,"6,4,9,4,7",-0.4,0.4,1,1,0.5,0.15,0.3,0,0,1,1,0.6,0.75,0,0,0.8,0.8,True,True,0.125,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
射手步枪2-11,15031,WeaponRecoil_DFM,0.6,-0.2,0.2,1,1.2,-0.4,0.4,1,0,"1.38,1.37,-2.67,-2.27,-1.78,-1.78,-1.78,2.26,2.27,1.62,1.62,-1.62,-1.62,1.62,-1.62,-1.62,-1.62,1.62,1.62",-0.2,0.2,1,"6.24,7.13,9.23,7.13,5.34,5.35,5.34,7.46,5.67,4.05,4.05,4.05,4.05,5.67,4.05,4.05,4.05,5.67,4.05",-0.4,0.4,1.5,"5.67,4.05,4.05,4.05,5.67,4.05",-0.2,0.2,1,"6,4,9,4,7",-0.4,0.4,1,1,0.5,0.15,0.3,0,0,1,1,0.6,0.75,0,0,0.8,0.8,True,True,0.125,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
射手步枪3-1_0,15310,WeaponRecoil_DFM,"-0.5,0.5,-0.5,0.5,-0.5,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,-2,2,-2",0,0,1,"5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",0,2,1,0,"-0.5,0.5,-0.5,0.5,-0.5,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,-2,2,-2",0,1,1.25,"5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",0,1,1,,0,1,1,,0,1,1.25,1,0.5,0.3,0.3,0,0,1,2,0,0.5,0,0,0.8,1,True,True,0.1,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
射手步枪3-11_0,15311,WeaponRecoil_DFM,"-0.5,0.5,-0.5,0.5,-0.5,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,-2,2,-2",0,0,1,"5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",0,1,1,0.2,"-0.5,0.5,-0.5,0.5,-0.5,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,--2,2,-2,2,-2,2,-2,2,-2",0,1,1.25,"5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5",0,1,1.5,,0,1,1.25,,0,1,1.25,1,0.5,0.3,0.3,0,0,1,2,0,0.5,0,0,0.8,1,True,True,0.15,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
射手步枪2-3,15320,WeaponRecoil_DFM,"-1,1,-1,1,-,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1",0,0,1,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8",0,1,1.5,0.2,"-1,1,-1,1,-,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1",0,1,1,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8",0,1,1,,0,1,1,,0,1,1,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,1,True,True,0.31,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
射手步枪2-31,15321,WeaponRecoil_DFM,"-1,1,-1,1,-,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1",0,0,1,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8",0,1,1.5,0.2,"-1,1,-1,1,-,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1,-1,1,1,-1,1",0,1,1,"8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8",0,1,1,,0,1,1,,0,1,1,1,0.5,0.1,0.3,0,0,1,1,0,0.8,0,0,0.8,1,True,False,0.31,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
射手步枪2-2,15020,WeaponRecoil_DFM,0.2,-0.2,0.2,1,3,-0.5,0.5,1.2,0,"0.2,0.4,-0.2,0,0.2",0,1,1,"2.5,3,2.8,4,3.5,2.1,2.4",0,1,1.5,"0.2,0.4,-0.2,0,0.2",0,1,1,"2.5,3,2.8,4,3.5,2.1,2.4",0,1,1,1,0.5,0.3,0.4,8,0,1,1,0,0.5,8,0,0.8,0.8,True,True,0.1017,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
射手步枪2-21,15021,WeaponRecoil_DFM,0.5,-2.5,2.5,1,4,-0.5,0.5,1.2,0,"0.2,0.4,-0.2,0,0.2",0,1,1.2,"2.5,3,2.8,4,3.5,2.1,2.4",0,1,1.8,"0.2,0.4,-0.2,0,0.2",0,1,1,"2.5,3,2.8,4,3.5,2.1,2.4",0,1,1,1,0.5,0.3,0.4,8,0,1,1,0,0.5,8,0,0.8,0.8,True,True,0.1017,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
射手步枪1-1,15080,WeaponRecoil_DFM,"0,0,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5",0,0,1,"1,1,15,15,15,15,15,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20",0,0,1,0.2,"0,0,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5",0,1,1,"1,1,15,15,15,15,15,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20",0,1,1,,0,1,1.25,,0,1,1.25,1,0.5,0.3,0.3,0,0,1,2,0,0.5,0,0,0.8,1,True,True,0.1,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
射手步枪1-1_1,15081,WeaponRecoil_DFM,"0,0,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5",0,0,1,"1,1,15,15,15,15,15,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20",0,0,1,0.2,"0,0,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5,-5,5",0,1,0,"1,1,15,15,15,15,15,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20",0,1,1,,0,1,1.25,,0,1,1.25,0,0.5,0.3,0.3,0,0,0,2,0,0.5,0,0,0,0,True,True,0.2,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
【正式武器】狙击步枪4-1-1,16110,WeaponRecoil_DFM,0,-1,1,1,30,0,0,1,0,0,0,0,1,30,0,0,1.5,0,0,0,1,30,0,0,1,1,0.5,0.3,0.4,0,1,1,1,0,0.5,8,1,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
【正式武器】狙击步枪4-1-2,16111,WeaponRecoil_DFM,0,-1,1,1,30,0,0,1,0,0,0,0,1,30,0,0,1.5,0,0,0,1,30,0,0,1,1,0.5,0.3,0.4,0,1,1,1,0,0.5,8,1,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
【正式武器】狙击步枪4-2-1,16330,WeaponRecoil_DFM,0,-1,1,1,40,0,0,1,0,0,0,0,1,30,0,0,1.5,0,0,0,1,30,0,0,1,1.2,0.5,0.3,0.4,0,1,1,1,0,0.5,8,1,1.8,1.8,False,True,0.23,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
【正式武器】狙击步枪4-2-2,16331,WeaponRecoil_DFM,0,-1,1,1,30,0,0,1,0,0,0,0,1,30,0,0,1.5,0,0,0,1,30,0,0,1,1.2,0.5,0.3,0.4,0,1,1,1,0,0.5,8,1,1.8,1.8,False,True,0.25,EaseOutQuad,EaseOutQuad,1,1,1.2,1.2,False,0,0,0,0,0,1,0.05,0,0.5
狙击枪3-1,16090,WeaponRecoil_DFM,0,-1,1,1,24,0,0,1,0,"-2,-3,-3,-2,-4,-3,-5,-6,-6,-8,-9,-7,-4,-2,0,0,-2,-2,0,-3,-2,-5,-2,-2,2,-6,-3,-5,1,-3",0,1,1,"6,10,8,7,6,7,4,0,1,3,2,3,2,6,3,2,4,4,6,8,10,12,7,6,8,7,5,10,5,8",0,1,1.5,"-5,-2,-4,0,-2",0,1,1,"6,4,9,4,7",0,1,1,1,0.5,0.2,0.2,0,1,1,1,0,0.5,8,1,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
狙击枪3-11,16091,WeaponRecoil_DFM,0,-1,1,1,6,0,0,1,0,"-1.4,-2.1,-2.1,-1.4,-2.8,-2.1,-3.5,-4.2,-4.2,-5.6,-6.3,-4.9,-2.8,-1.4,0,0,-1.4,-1.4,0,-2.1,-1.4,-3.5,-1.4,-1.4,1.4,-4.2,-2.1,-3.5,0.7,-2.1",0,1,1,"4.2,7,5.6,4.9,4.2,4.9,2.8,0,0.7,2.1,1.4,2.1,1.4,4.2,2.1,1.4,2.8,2.8,4.2,5.6,7,8.4,4.9,4.2,5.6,4.9,3.5,7,3.5,5.6",0,1,1.5,"-3.5,-1.4",0,1,1,"4.2,2.8",0,1,1,1,0.5,0.2,0.2,0,1,1,1,0,0.5,8,1,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
狙击枪3-2,16070,WeaponRecoil_DFM,0,-1,1,1,30,0,1,1,0,0,0,1,1,0,0,1,1.5,0,0,1,1,0,0,1,1,1,0.5,0.3,0.4,0,1,1,1,0,0.5,8,1,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
狙击枪3-21,16071,WeaponRecoil_DFM,0,-1,1,1,30,0,1,1,0,0,0,1,1,30,0,1,1.5,0,0,1,1,30,0,1,1,1,0.5,0.3,0.4,0,1,1,1,0,0.5,8,1,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
手枪3-1,17050,WeaponRecoil_DFM,1.68,-0.432,0.432,1,2.1,-0.54,0.54,1,0,"2.4,-1.8,-1.8,-2.4,1.8,1.2,1.2,-1.2,-1.2,-1.2,-0.9,-2.1,1.2,0.9,2.22,1.08,1.5,-1.2,1.2,-1.2,1.8,1.2,1.8,1.2,1.8,1.2,1.8,1.2,1.8,1.2,1.8,1.2",-0.2,0.2,1.25,"3,4.8,3,3,3,4.8,3,3,3,3,4.8,3,3,4.08,3.06,3.18,3,3,3,3,2.4,3,2.4,3,2.4,3,2.4,3,2.4,3,2.4,3",-0.4,0.4,1.5,"1.8,1.2,1.8,1.2,1.8,1.2",-0.2,0.2,1.25,"2.4,3,2.4,3,2.4,3",-0.4,0.4,1.25,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.0512,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
手枪3-11,17051,WeaponRecoil_DFM,1.68,-0.432,0.432,1,2.1,-0.54,0.54,1,0,"2.4,-1.8,-1.8,-2.4,1.8,1.2,1.2,-1.2,-1.2,-1.2,-0.9,-2.1,1.2,0.9,2.22,1.08,1.5,-1.2,1.2,-1.2,1.8,1.2,1.8,1.2,1.8,1.2,1.8,1.2,1.8,1.2,1.8,1.2",-0.2,0.2,1.25,"3,4.8,3,3,3,4.8,3,3,3,3,4.8,3,3,4.08,3.06,3.18,3,3,3,3,2.4,3,2.4,3,2.4,3,2.4,3,2.4,3,2.4,3",-0.4,0.4,1.5,"1.8,1.2,1.8,1.2,1.8,1.2",-0.2,0.2,1.25,"2.4,3,2.4,3,2.4,3",-0.4,0.4,1.25,1,0.5,0.1,0.3,0,0,1,1,0.5,0.8,0,0,0.8,0.8,True,True,0.0512,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
手枪3-2,17030,WeaponRecoil_DFM,-3,0,1,1,30,0,1,1,0,0,0,1,1,0,0,1,1.5,0,0,1,1,0,0,1,1,1,0.5,0.3,0.4,8,0.2,1,1,0,0.5,8,0.2,0.8,0.8,False,True,0.1,EaseOutQuad,EaseOutQuad,1.2,1.2,1,1,False,0,0,0,0,0,1,0.05,0,0.5
